用户ID,评论内容,会员级别,点赞数,回复数,得分,购买时间
11013109562,此手机没有app store不能下载软件，刚刚发现了，希望尽快解决一下,金牌会员,115,21,1,2017/11/25 19:23
11693452164,国行的苹果真是买不得，上午激活用了几个小时就死机自动重启。之前港版的用了几年没出现过，也可能手气low到爆吧,PLUS会员,1,0,1,2018/7/11 14:06
10955224583,手机暂时还没用，先看下。京东就给一星吧，价格变动的把顾客当傻瓜一样的。之前减了900，完了搞活动减1300，买的差不多了又是减800了，呵呵,金牌会员,77,15,1,2017/11/11 23:28
11826264890,手机后面有两个光滑的手印，很清晰，应该是磨损的，而且擦拭不了,银牌会员,4,1,1,2018/8/20 21:52
12370561096,一定是二手手机，晚上玩的时候突然有个提醒。啊琳，我们还是分手吧,PLUS会员,174,19,1,2019/1/14 11:12
12427363886,京东的物流够快，第二天就到了，也够狠，一个手机包装摔成这样？你们把它当足球一路踢过来的？还好手机（目前）没发现摔坏，凑合用吧，在实体店给谁这样的包装谁也不会要！,金牌会员,12,3,1,2019/1/30 23:40
11382060230,"本来想着买个好用点的手机，结果很失望。下面的优缺点都是相对我的个人使用需求来说的，用来对比的安卓机用了快一年，去年2千多买的。
先说优点吧，1、速度的确是比较快，屏幕效果好。2、拍照在手机里还是不错的（可能还有其他的，用不上，就不知道了）
缺点：1、真没比安卓快多少，有些是作弊的，加了个显示动画效果罢了；2、很多功能已经没安卓人性化了，操作麻烦不说，功能细节也差。3，样子够丑的，大边框，重，后摄像头凸出，玻璃后盖手感也不好，使用也要更小心，只能带套，带上了用的什么材质的后盖都一样。4、标配充电头不支持快充。",PLUS会员,2,3,1,2018/4/9 9:35
11505052199,我5月19号下的单21号中午到的，查序列号之后18号激活的机子，而且摄像头角上的那个缝里卡的有毛，不知道你们京东在干什么,金牌会员,82,21,1,2018/5/21 12:49
10804739891,"机器还不错,蛮好用的，上午定的，下午就到了，机器很漂亮，快递很负责，点赞，玻璃材质很好看，唯一不好的是发票模糊不清，让我自己寄过去，摆脱，请不要把自己的失误放别人身上。这一星是给快递的。和手机的。",PLUS会员,156,70,1,2017/9/22 22:17
10951358102,机器暂时没啥问题，物流很快，但是，强调，强调，强调，苹果京东的客服的智商真的有问题，懂？智商有问题。个个某某亲戚一样，效率，等等，异常，异常，异常，看不懂，真的看不懂。现在京东客服高大威猛，我花7000买台手机还要求着它们，哎，世风日下！,金牌会员,194,57,1,2017/11/11 10:17
10898148950,八个月降500元，京东，你给我个解释,PLUS会员,0,1,1,2017/10/27 17:37
11070920426,不解释，京东已经失去我了,钻石会员,0,0,1,2017/12/14 14:09
11274476578,跌了几百肯定不开心的,PLUS会员,0,0,1,2018/3/2 14:53
11331987681,不愧是京东还是个二手,钻石会员,0,0,1,2018/3/22 10:42
11465622094,手机已收到但是没有发票,银牌会员,0,0,1,2018/5/8 14:07
11583651490,买一个月不到就跌600，蛋都痛了&hellip;&hellip;,金牌会员,0,0,1,2018/6/12 12:25
11411552828,买手机用了12天  返厂15天   。。不想吐槽了,银牌会员,0,0,1,2018/4/19 16:21
10914186749,买了不够3天又降了，心痛痛了整晚睡不着?????????,金牌会员,0,0,1,2017/11/1 22:44
11488990358,手机连个钢化膜都没有 手机也就那样,银牌会员,0,0,1,2018/5/16 11:01
11299293732,京东不守诚信～不按约定开普通发票～店大欺客,PLUS会员,0,0,1,2018/3/11 9:00
10873716884,"9月23日买的iphone8plus ,昨晚突然死机并且无法开机！！！！强烈要求退货！！！！！！",PLUS会员,0,0,1,2017/10/19 10:32
10946339068,为什么我买的手机 新买的 显示是davy的iPhone呢 请告诉你原因？,钻石会员,0,1,1,2017/11/10 0:22
11425048725,我就搞不懂，手机连个发票都没有，你让我以后怎么去维修,PLUS会员,0,0,1,2018/4/24 10:08
10950277842,"刚买就降价，gou  dong
不是东西，亏我还花钱冲会员，充你大爷",钻石会员,1,0,1,2017/11/11 0:18
10853147392,怎么回事，怎么回事。连个无线都连不上。办公室其他手机都能连上，就我的苹果连不上。,钻石会员,0,0,1,2017/10/12 8:28
10929002637,什么东东吧，买了就降价,PLUS会员,0,0,1,2017/11/5 20:36
10952941339,降价了不给我保价*去死,PLUS会员,0,0,1,2017/11/11 15:47
10914696428,刚买就降价，心情十分糟糕,金牌会员,0,0,1,2017/11/2 8:24
11061258486,京东店大欺客，唉还不如~,金牌会员,0,0,1,2017/12/11 20:33
11021027786,手机拆过封了，不是原封的,钻石会员,0,0,1,2017/11/28 9:51
11004412048,刚买完就掉价，真的是醉了,钻石会员,0,0,1,2017/11/23 2:45
10902212436,，买了没多久就降价那么大,PLUS会员,0,0,1,2017/10/29 8:54
10913380551,到手一个月不到就优惠900,钻石会员,0,0,1,2017/11/1 19:01
10924620030,买了不久就降价那么多真亏,钻石会员,0,0,1,2017/11/4 18:00
10901911747,买了不到一个月降价1000元,金牌会员,0,0,1,2017/10/29 0:17
11033984151,京东物流，居然还要自提。,PLUS会员,0,0,1,2017/12/2 12:43
10978143534,增值税发票什么时候能收到？,金牌会员,0,0,1,2017/11/16 11:44
10896188806,，居然是翻新机，我也是遇得到，,钻石会员,0,1,1,2017/10/26 23:15
10911963940,刚买完就降价，还不到12个小时,金牌会员,0,0,1,2017/11/1 12:01
10911818009,买后就降价1100申请不了价保,钻石会员,0,0,1,2017/11/1 11:21
10812704879,客服态度不好从没见过这样的,金牌会员,0,0,1,2017/9/25 21:46
10952606128,才买完就降价，也没有价保。,PLUS会员,0,0,1,2017/11/11 14:33
10950570107,买完十天降价900！我也是醉了！,PLUS会员,0,0,1,2017/11/11 2:43
11267798917,发票到现在还没寄给我,企业会员,0,0,1,2018/2/28 8:14
10917274116,第二天到货，第三天就降价。,PLUS会员,0,0,1,2017/11/2 19:43
11100140137,为何没发票，单据都没有？,钻石会员,0,0,1,2017/12/24 7:59
11329176402,不到一月不给价格保护,银牌会员,0,0,1,2018/3/21 11:28
11330013508,才买了就降价也是够了,PLUS会员,0,0,1,2018/3/21 16:14
11119663555,没几天就降价了差一百多,PLUS会员,0,0,1,2017/12/31 11:10
11434455632,就一个手机什么都没送,PLUS会员,0,0,1,2018/4/27 13:18
10935872871,不能开增值税发票和移动购机！,PLUS会员,0,0,1,2017/11/7 14:54
11276511881,为啥没有上面说的赠品？,银牌会员,0,0,1,2018/3/3 11:07
10916760207,到手不到半周，不允许价格保护。,PLUS会员,0,0,1,2017/11/2 17:31
11270754871,没买几天就又便宜三百多,PLUS会员,0,0,1,2018/3/1 9:27
10810616014,比实体店贵！分期手续费也贵！,PLUS会员,0,1,1,2017/9/25 9:28
11000108678,这就是京东的服务。前后不一,钻石会员,0,0,1,2017/11/21 20:40
11367094354,我买完就便宜 我也是醉了,银牌会员,0,0,1,2018/4/3 15:59
11182692253,微信上方每次都会出现 收取中，每次都要 十多秒到二十秒？ 连接WIFI也是， 别人的手机都连接正常,金牌会员,0,0,1,2018/1/23 12:17
11182693320,微信上方每次都会出现 收取中，每次都要 十多秒到二十秒？ 连接WIFI也是， 别人的手机都连接正常,金牌会员,0,0,1,2018/1/23 12:18
11182690317,微信上方每次都会出现 收取中，每次都要 十多秒到二十秒？ 连接WIFI也是， 别人的手机都连接正常,金牌会员,0,0,1,2018/1/23 12:17
11182692516,微信上方每次都会出现 收取中，每次都要 十多秒到二十秒？ 连接WIFI也是， 别人的手机都连接正常,金牌会员,0,0,1,2018/1/23 12:17
11594960546,买了不到一个月降了几百,钻石会员,0,0,1,2018/6/15 10:59
11402640300,我刚买了2天就申请售后了,银牌会员,0,0,1,2018/4/16 14:41
10913424179,刚买了就降了250不知道还降不降,银牌会员,0,0,1,2017/11/1 19:14
10934498883,京东玩不起，买了两台就不让买了,PLUS会员,0,0,1,2017/11/7 9:40
10931820357,昨天买的，今天立即降价100元,钻石会员,0,0,1,2017/11/6 15:23
11331686859,不到一个月时间又降了二百,PLUS会员,0,0,1,2018/3/22 9:11
11418483423,买完不到一个月又降价*,银牌会员,0,0,1,2018/4/22 1:53
11357744178,价格变动太频繁，让人不开心,钻石会员,0,0,1,2018/3/31 11:12
11430531548,刚买完降一百，一分不能更多,钻石会员,0,0,1,2018/4/26 6:32
11277329144,刚买完就降价，你也是可以！！！,金牌会员,0,0,1,2018/3/3 16:06
10979799549,使用一段时间有点问题,PLUS会员,0,0,1,2017/11/16 18:07
11329162225,这么几天就降价 还不价保,银牌会员,0,0,1,2018/3/21 11:23
10948661862,必须一星，买来货都没到就降价了！,金牌会员,0,0,1,2017/11/10 16:56
10922428765,买了没多久，降价900！！！！！我了个去的,钻石会员,0,0,1,2017/11/4 7:49
11271276532,刚买第二天就降价300伤心?,PLUS会员,0,0,1,2018/3/1 12:23
10955418289,辣 鸡京东   双十一耍猴   退货了。。。,钻石会员,0,0,1,2017/11/12 0:25
10827163381,真不怎么样，谁买谁后悔。,钻石会员,0,0,1,2017/10/1 14:29
11540447322,新买的就降价，还不给保价,钻石会员,0,0,1,2018/6/1 11:01
11342520346,我才买了几天啊，就降了200块。,金牌会员,0,0,1,2018/3/25 23:32
11324823316,哎，一天一个价，我也是醉了,钻石会员,0,0,1,2018/3/19 20:45
11271999421,买完没几天就直降1000，气人啊,金牌会员,0,0,1,2018/3/1 16:40
11304644898,不呀^_^咋值这么多钱，太一般了,银牌会员,0,0,1,2018/3/12 22:18
10898192560,这才不到一个月就降价这么多服了,金牌会员,0,0,1,2017/10/27 17:54
10920683449,刚买两天就降价，还不给补差价！！,金牌会员,0,0,1,2017/11/3 17:15
11514629003,买完就降价300，我可以骂人吗？,PLUS会员,0,0,1,2018/5/24 10:59
11324182685,刚买就降价，再也不用京东。,金牌会员,0,0,1,2018/3/19 17:14
10942296715,刚买就降400，能申请价格保护么？,PLUS会员,0,0,1,2017/11/9 0:36
10924694562,一个月降价1100元，还没价格保护,PLUS会员,0,0,1,2017/11/4 18:22
11452123170,购买后就降价了，京东不规矩啊,PLUS会员,0,0,1,2018/5/3 21:03
11018994966,手机质量问题，售后打电话说不能换,银牌会员,0,0,1,2017/11/27 16:17
11036098530,用了不到一个月就坏了。,PLUS会员,0,0,1,2017/12/3 8:10
11324144564,某东每次都是买几天就降价。大家再也别来某东买东西了，之前买双鞋总共才*刚过了保护期就降到*降了差不多一半，这iPhone8p也是买刚过价格保护期就降200，而且某东的iPhone怀疑也是二手的玩一会游戏就发热严重，从来没用过这么差的iPhone。以后大家买东西都去酥ning易够吧，比某东服务好多了，还比某东的东西便宜。人家又不会乱虚标价格乱降价，,PLUS会员,0,0,1,2018/3/19 17:01
10911620821,刚买两天就又降价，说好的价保呢,钻石会员,0,0,1,2017/11/1 10:32
10811029045,手机有异响听筒的位置上,金牌会员,0,1,1,2017/9/25 11:33
11207432585,我的发票呢？为什么不给发票,金牌会员,0,0,1,2018/1/31 21:24
11483365020,昨晚下单的，今天就降价了？,金牌会员,0,0,1,2018/5/14 15:02
10941998049,用了一个多月听筒就坏了,钻石会员,0,0,1,2017/11/8 22:36
11507461547,才买几天就降价。还不补价保,金牌会员,0,0,1,2018/5/22 8:16
10975335116,我感觉这个触屏有点问题,金牌会员,0,0,1,2017/11/15 18:34
10926032186,买了两天就降价了！没意思,PLUS会员,0,0,1,2017/11/5 3:41
11341950546,买完就降价，麻蛋，还不能保价,银牌会员,0,0,1,2018/3/25 20:05
11546950747,才买了几天，就降价300。#？？,PLUS会员,0,0,1,2018/6/2 23:42
11118238460,这么贵重的东西真是有点不放心,金牌会员,0,0,1,2017/12/30 18:01
11532607732,买完就降价300让我心里多难受。,银牌会员,0,0,1,2018/5/29 21:11
11041875716,买了就降价了，感觉亏了。,钻石会员,0,0,1,2017/12/5 3:42
11176292932,手机还没到手就降价，也是呵呵哒,金牌会员,0,0,1,2018/1/21 7:49
11536122251,为什么没有发票，客服不理人。,金牌会员,0,0,1,2018/5/30 22:35
10945701700,太卡，不是正品应该是仿品。,PLUS会员,0,0,1,2017/11/9 21:05
11334189419,买了一个月不到  便宜了两百,PLUS会员,0,0,1,2018/3/22 23:32
11324152997,这是对刚买没几天就降价的评价,金牌会员,0,0,1,2018/3/19 17:04
11045298307,早知道不买了，才买两天就掉价一颗?,银牌会员,0,0,1,2017/12/6 10:12
10896265132,这快就降价了，一个月而已,钻石会员,0,0,1,2017/10/27 0:01
11569641585,买了20天不到就降了500？什么鬼。,PLUS会员,0,0,1,2018/6/8 18:22
11324506113,发票呢？什么时候把发票来给我,金牌会员,0,0,1,2018/3/19 19:04
10918646513,"不爽的购物经历
！刚买两天就降价300！！",PLUS会员,0,0,1,2017/11/3 8:30
11457309214,手机拿到手 发现有掉漆,金牌会员,0,0,1,2018/5/5 17:34
11283076790,才用两天充电头就坏了,金牌会员,0,0,1,2018/3/5 16:26
11303409136,手机没到手里。被掉包了京东不管。,PLUS会员,0,0,1,2018/3/12 15:33
11121882362,之隔一天就降价。一点都不保价。,钻石会员,0,0,1,2018/1/1 10:40
11272149103,刚买不到2周，就降价了，降价300,PLUS会员,0,0,1,2018/3/1 17:33
10859311769,买了才一个星期，就大跌价了！哎....,银牌会员,0,0,1,2017/10/14 12:00
10891900514,才过了几天就便宜了600，心里极度不爽,PLUS会员,0,1,1,2017/10/25 15:21
11341738976,买了第二天就降价。京东是怎么了？,钻石会员,0,0,1,2018/3/25 18:44
11036161626,价格买贵了，吃一堑长一智,PLUS会员,0,0,1,2017/12/3 8:47
11382904071,充电器没用多久就坏了,银牌会员,0,0,1,2018/4/9 14:04
10915196759,下单几天之后就直降900元，不建议购买,PLUS会员,0,0,1,2017/11/2 10:42
11233872595,发票呢？选的纸质的为什么没有？,金牌会员,0,0,1,2018/2/9 10:09
11395855215,买了两天就降价*我也是醉了,金牌会员,0,0,1,2018/4/14 0:54
11273582220,刚买完就降价！有没有价格保护？,金牌会员,0,0,1,2018/3/2 9:33
10985291103,一直卡机，半天都激活不了,金牌会员,0,0,1,2017/11/17 23:22
11279014473,手机还挺OK为什么不送无线耳机呢,银牌会员,0,0,1,2018/3/4 9:45
10927775512,**的买完就降价，说是价保双11之后，,PLUS会员[试用],0,0,1,2017/11/5 15:17
10808806191,不可以一边充电一边用耳机,金牌会员,0,0,1,2017/9/24 14:47
10923096503,手机还行，但是不到一个月降九百，666666,PLUS会员,0,0,1,2017/11/4 11:06
11274328814,只能说刚买了没几天就降价*元！,金牌会员,0,0,1,2018/3/2 13:59
10950354967,买了第二天就降价250元，心有点不舒服！,金牌会员,0,0,1,2017/11/11 0:40
11573902220,买了一个礼拜就降价300大元。伤心！,钻石会员,0,0,1,2018/6/9 21:00
11284953372,手机目前看还行，就是快递太差劲了,银牌会员,0,0,1,2018/3/6 10:18
11310715246,为什么买了不到十天手机就降价了,银牌会员,0,0,1,2018/3/15 0:14
11064399786,通话声音对方总是听不清,PLUS会员,0,0,1,2017/12/12 18:48
10943976089,下单手机到手一周多，降价好几百！！！,金牌会员,0,0,1,2017/11/9 13:46
10919045347,刚买10天就降价一千块钱，京东也是够了,金牌会员,0,0,1,2017/11/3 10:15
11301586304,刚刚买两天就降价300多、我也是醉了,金牌会员,0,0,1,2018/3/11 22:07
11331963774,刚一天，就掉漆怎么回事？,金牌会员,0,0,1,2018/3/22 10:35
11268795892,开机不到一周就黑屏重启,金牌会员,0,0,1,2018/2/28 14:21
11568223979,刚买半个月，降价四百多,PLUS会员,0,0,1,2018/6/8 11:48
11463671895,买了两天就降价，还好有价格保护,钻石会员,0,0,1,2018/5/7 20:16
11284793184,买了可降价了 说的过时间了 亏了200+,银牌会员,0,0,1,2018/3/6 9:30
11402587112,刚买了两天就降价，不知道几个意思！,银牌会员,0,0,1,2018/4/16 14:23
11491356422,充电的插口好像有点损坏,钻石会员,0,1,1,2018/5/17 1:26
11022456113,京东就是渣的没话说客服服务真是不好,钻石会员,0,0,1,2017/11/28 16:38
11293612373,不懂，一过价保期就有货是什么操作？,金牌会员,0,0,1,2018/3/9 9:34
10895395034,刚买十来天就掉800，不开心,PLUS会员,0,2,1,2017/10/26 18:35
11176038846,买了10天都没有，又减价，有没有补差的？,金牌会员,0,0,1,2018/1/20 23:23
10920516887,为什么我的序列号查不出来？,金牌会员,0,0,1,2017/11/3 16:31
10914924526,才买3天就降价1000    能补我差价吗？,金牌会员,0,0,1,2017/11/2 9:36
10911538643,这才买4，5天。就降价300，请退差价。,金牌会员,0,0,1,2017/11/1 10:12
10943731898,买了几天降价降这么多 还没价格保护,金牌会员,0,0,1,2017/11/9 12:47
10823153117,响铃时喇叭有杂音,钻石会员,0,0,1,2017/9/29 19:46
10841753114,通话有电流杂音。,PLUS会员,0,0,1,2017/10/7 22:59
10839430629,感觉玩久会发热,PLUS会员,0,0,1,2017/10/7 5:04
10848240466,发票呢我呢发票呢,银牌会员,0,0,1,2017/10/10 12:36
10857307716,手机一点电都没有。,PLUS会员,0,0,1,2017/10/13 16:22
10894275175,坑货，才买降了八百,钻石会员,0,2,1,2017/10/26 12:06
10908559289,连个手提袋都不配,钻石会员,0,0,1,2017/10/31 11:00
10916387440,才几天又降了三百！,金牌会员,0,0,1,2017/11/2 15:51
10916066718,才两天降这么多,钻石会员,0,0,1,2017/11/2 14:26
10917823025,刚买几天又降价了,金牌会员,0,0,1,2017/11/2 21:48
10923790085,破手机，什么玩意,钻石会员,0,0,1,2017/11/4 14:10
10937284237,没有送贴膜，硬伤！,PLUS会员,0,0,1,2017/11/7 20:41
10936705878,买完没几天就降价了,金牌会员,0,0,1,2017/11/7 18:23
10938701487,刚买一天就降价了,PLUS会员,0,0,1,2017/11/8 9:43
10938472005,货还没收到就降价,PLUS会员,0,0,1,2017/11/8 8:46
10943322686,屏幕里面有灰尘,钻石会员,0,0,1,2017/11/9 11:09
10946414656,根本不可以保价！,PLUS会员,0,0,1,2017/11/10 1:33
11118771435,不太好，我觉得没我想的那样好,PLUS会员,0,0,1,2017/12/30 21:43
10978224259,不满意，十几天价格跌了500元,银牌会员,0,0,1,2017/11/16 12:03
10974687880,信号差，一个信号,钻石会员,0,0,1,2017/11/15 16:08
10983320819,局部不好就不好,钻石会员,0,0,1,2017/11/17 15:02
10985545308,到手没几天，就降价,银牌会员,0,0,1,2017/11/18 4:14
10986877600,上当了，草什么玩意,金牌会员,0,0,1,2017/11/18 13:19
10995663472,各个功能都不如7p,钻石会员,0,0,1,2017/11/20 17:55
11025822475,摄像头边有划痕,金牌会员,0,0,1,2017/11/29 17:13
11042074471,产品黑屏转圈 闪退,金牌会员,0,0,1,2017/12/5 8:45
10911678734,刚买一周就降价500多块，可以退差价吗,钻石会员,0,0,1,2017/11/1 10:46
10979447044,送的流量卡不能激活，问客服要不理人,金牌会员,0,0,1,2017/11/16 16:45
10901545017,才几天充电就黑屏重启不了了,金牌会员,0,0,1,2017/10/28 21:26
10976811559,手机越用越卡，还不如旧手机，汗,金牌会员,0,0,1,2017/11/15 23:55
11430472116,镜头不好昨天买了今天直接掉价一百,钻石会员,0,0,1,2018/4/26 2:19
11156496417,买了不到一周降价500，我去年买了个表。,PLUS会员,0,0,1,2018/1/14 2:07
11281661991,刚买回来就降价啦！    手机保价7天,钻石会员,0,0,1,2018/3/5 8:44
10917733428,才一个多月T M D降了一千多,钻石会员,0,0,1,2017/11/2 21:27
11351734792,刚买8天就降价，而去还不给保价。。。。,金牌会员,0,0,1,2018/3/29 9:06
10906104983,刚买就降价110，打电话客服还不给价保,钻石会员,0,0,1,2017/10/30 14:15
11343828348,刚买几天就降价，无法接受。,PLUS会员,0,0,1,2018/3/26 13:42
11613327409,买完之后客服就不理你了,银牌会员,0,0,1,2018/6/19 15:28
10917936712,一个月掉价一千六 也是没谁了,PLUS会员,0,0,1,2017/11/2 22:15
10852807393,赠品都没有 什么嘛！至少也得有套子和摸呀,PLUS会员,0,0,1,2017/10/11 23:09
10918536145,买了二十多天，降价1100，这手机用的真贵,钻石会员,0,0,1,2017/11/3 7:38
10915714016,买完立刻降价，说好的保价又申请不了。。,钻石会员,0,0,1,2017/11/2 12:55
11418921525,用不到一个月就冲不上电了,银牌会员,0,0,1,2018/4/22 9:56
11337373118,购买时显示有赠品 收到货啥都没有,金牌会员,0,0,1,2018/3/24 8:58
11270902057,刚买两天就降价*，要求退差价！,金牌会员,0,0,1,2018/3/1 10:16
10912053627,"刚买就降了300,超不开心，不能补差价吗？",PLUS会员,0,0,1,2017/11/1 12:28
11777822673,刚买没多久降价  什么鬼,钻石会员,0,0,1,2018/8/6 8:02
11290286627,刚买就降价陆佰多，也是醉了,PLUS会员,0,0,1,2018/3/7 23:50
10933923726,吓得我都想退货，可怜不能退了,金牌会员,0,0,1,2017/11/7 1:04
10946086226,买了不到几个小时就差价400&hellip;&hellip;,钻石会员,0,0,1,2017/11/9 22:41
12078309660,买了十日右左降下价了,金牌会员,0,0,1,2018/11/3 20:56
11300641156,不停的降价，还不退差价，实在是过分！,钻石会员,0,0,1,2018/3/11 16:52
10943719139,才买了几天就降价， 买贵赔钱，差几百块。,钻石会员,0,0,1,2017/11/9 12:44
10931987523,降价降这么快 还老是自动重启,钻石会员,0,0,1,2017/11/6 16:04
11380553828,充电器还没用过就坏了 搞笑,银牌会员,0,0,1,2018/4/8 16:59
11766467827,一买就降价，还不给保价,金牌会员,0,0,1,2018/8/2 14:59
10959369871,第一时间抢到的！然后没几天就发现亏了,PLUS会员,0,0,1,2017/11/12 19:07
11191182103,我明明点了纸质发票把我改成电子发票,钻石会员,0,0,1,2018/1/26 10:52
11273285353,什么情况，刚买上降了300多,金牌会员,0,0,1,2018/3/2 5:20
11233374149,感觉货不对板，不会有第二次了,钻石会员,0,0,1,2018/2/9 0:37
11635812721,真不如在实体店买。包装简陋。,PLUS会员,0,0,1,2018/6/24 13:05
11329518010,背面还有胶水，不是翻新机吧,金牌会员,0,0,1,2018/3/21 13:23
11141654998,买了两个月经常死机，已返厂。,钻石会员,0,0,1,2018/1/8 17:40
11195773577,才买几天，手机就自动横屏！！！,金牌会员,0,0,1,2018/1/27 23:03
11279451047,买了没有一个月降价好几百，真是不靠谱,金牌会员,0,0,1,2018/3/4 12:13
11068605446,不怎么样，将就着吧,钻石会员,0,0,1,2017/12/13 20:30
11079551655,说实话不怎么样,金牌会员,0,0,1,2017/12/17 8:48
11107454200,自动休眠总是不管用,金牌会员,0,0,1,2017/12/26 18:36
11323736074,今天买完第二天立马降价200元。心情不爽,钻石会员,0,0,1,2018/3/19 14:47
11123909119,唯一不爽掉价太快,金牌会员,0,0,1,2018/1/2 3:40
11190930354,刚买回来，没几天就开始卡了,金牌会员,0,0,1,2018/1/26 9:24
11127659542,性价比不怎么高,钻石会员,0,0,1,2018/1/3 12:02
10911371016,刚买半个月降价1000块，可以的。,PLUS会员,0,0,1,2017/11/1 9:27
11170531558,一个星期降300，呵呵呵了，,钻石会员,0,0,1,2018/1/18 22:59
10923309117,我还没有收到货，为什么都是已收货了呢？,银牌会员,0,0,1,2017/11/4 11:59
11578835342,感觉像翻新的 缝里有脏东西,金牌会员,0,0,1,2018/6/11 9:22
11028365660,客服回复慢，说话语气不好,金牌会员,1,0,1,2017/11/30 14:16
11210111125,都没有无线充电器,银牌会员,0,0,1,2018/2/1 18:50
11224521670,自从买了就一直降价,PLUS会员,0,0,1,2018/2/6 9:37
11365759830,手机本身很好，但是根本就不退差价，生气,银牌会员,0,0,1,2018/4/3 8:33
11260441284,跟白色一样不好看,金牌会员,0,0,1,2018/2/25 9:19
11287169491,正在用，京东快递真的不敢恭维,钻石会员,0,0,1,2018/3/6 22:33
11276714961,购买十天降价三百,PLUS会员,0,0,1,2018/3/3 12:19
11279394707,刚过价保就降价可恶,钻石会员,0,0,1,2018/3/4 11:52
11290162293,感觉就触屏有问题,银牌会员,1,0,1,2018/3/7 22:45
11307886407,刚买两天。降价了。,金牌会员,0,0,1,2018/3/14 5:58
11312227722,有划痕而且很多,钻石会员,0,0,1,2018/3/15 15:23
11312323578,刚买了又降价了啊,PLUS会员,0,0,1,2018/3/15 15:57
11084820028,价格混乱，没有补差价，越来越越烦京东。,钻石会员,0,0,1,2017/12/18 20:14
11318446191,后摄像头里面有残交,钻石会员,0,0,1,2018/3/17 18:04
11116594823,手机什么都不送  连贴膜都没有,银牌会员,0,0,1,2017/12/30 2:08
11324456474,刚买没几天就降价服,银牌会员,0,0,1,2018/3/19 18:47
11326028550,刚开机就卡顿，搞笑,银牌会员,0,0,1,2018/3/20 10:37
11332552900,买了半个月又降价了,PLUS会员,0,0,1,2018/3/22 13:48
11331807988,边框有黑胶溢出,PLUS会员,0,0,1,2018/3/22 9:49
11336489671,新机子微信居然闪退,银牌会员,0,0,1,2018/3/23 20:20
11339719931,外观有瑕疵，太过重,金牌会员,0,0,1,2018/3/24 23:17
11339201569,买完就降价也是醉了,PLUS会员,0,0,1,2018/3/24 20:09
11337732603,过几天就降价了,金牌会员,0,0,1,2018/3/24 11:03
11324359826,昨天买的，今天降二百。真没谱。,银牌会员,0,0,1,2018/3/19 18:13
11525647282,包装有点不用心啊！还没激活！,PLUS会员,0,0,1,2018/5/27 19:29
11372672825,不好不好不好不还,PLUS会员,0,0,1,2018/4/5 17:58
11429692311,不建议购买。后悔啊,PLUS会员,0,0,1,2018/4/25 19:29
11436186338,手机边上有划痕,银牌会员,0,0,1,2018/4/28 0:50
11439598569,什么*赠品都没有,银牌会员,0,0,1,2018/4/29 11:24
11464014965,这不是质量问题吗？,金牌会员,0,0,1,2018/5/7 22:07
11506422070,买完就降价什么意思,金牌会员,0,0,1,2018/5/21 19:43
11327820356,刚下单就降价200，不合适吧？,PLUS会员,0,0,1,2018/3/20 20:26
11546734102,后壳右下角有裂痕,金牌会员,0,0,1,2018/6/2 22:29
11548857980,电子发票怎么看啊,金牌会员,0,0,1,2018/6/3 14:17
11562537098,新买的，居然是这样,银牌会员,0,0,1,2018/6/6 20:38
11564856405,服务真是越来越差,钻石会员,0,0,1,2018/6/7 13:49
11594727337,屏幕不防刮，都花了,金牌会员,0,0,1,2018/6/15 10:10
11601433508,声音小，对方听不见,银牌会员,0,0,1,2018/6/17 1:20
11312252353,刚买了半个月就降价，真不舒服,金牌会员,0,0,1,2018/3/15 15:32
11406956490,什么都不送也就算了，刚买九天就掉价,钻石会员,0,0,1,2018/4/17 23:06
11324254003,买贵了，不到半个月，降了200,PLUS会员,0,0,1,2018/3/19 17:37
11433581692,为什么第二天就降价九百多，请给回复,金牌会员,0,0,1,2018/4/27 8:40
11432720804,说真的自营店给我的第一印象，差,银牌会员,0,0,1,2018/4/26 20:16
10820093823,感觉一般般 不是太好吧,金牌会员,0,0,1,2017/9/28 16:50
10899025085,不想说了 买了还没十天掉价800。,金牌会员,0,0,1,2017/10/27 23:04
11111526351,狗叼的，又降价了。死机两次了。,钻石会员,0,0,1,2017/12/28 9:40
10911718360,刚天两天降250 连系客服居然还不退差价！,金牌会员,0,0,1,2017/11/1 10:56
11103812491,用一个月坏了，申请返修中！！！,PLUS会员,0,0,1,2017/12/25 13:33
10946403838,这才多久？冲电器就坏了,钻石会员,0,0,1,2017/11/10 1:19
11033811313,数据线是坏的，充不了电,金牌会员,0,0,1,2017/12/2 11:43
10950278761,凑合用吧，就寄吧那么回事,钻石会员,0,0,1,2017/11/11 0:19
11670242756,总黑屏 不知道什么原因,金牌会员,0,0,1,2018/7/4 11:25
10961049043,我还没收到东西怎就显示签收了，我的手机呢？,钻石会员,0,0,1,2017/11/13 0:07
11129158472,平安夜买的*，才没几天就降到*，心累，，，，,钻石会员,0,0,1,2018/1/3 20:41
10836547305,这商家?地道，这货物，?支持无理由退贷,金牌会员,0,0,1,2017/10/5 20:19
10898669435,刚买完就降价，几把，QP消费者京东,金牌会员,0,1,1,2017/10/27 20:51
11324080798,苹果就是坑啊，卖那么多，降价又那么快！,钻石会员,0,0,1,2018/3/19 16:41
